Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO2eq/kWh (direct),Carbon Intensity gCO2eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,CO2
07/03/2022 02:00,France,France,FR,68.17,94.88,86.19,19.27,opendata.reseaux-energies.fr,FALSE,0.09488
07/03/2022 03:00,France,France,FR,66.24,92.96,86.2,19.02,opendata.reseaux-energies.fr,FALSE,0.09296
07/03/2022 04:00,France,France,FR,66.95,94.19,85.67,19.41,opendata.reseaux-energies.fr,FALSE,0.09419
07/03/2022 05:00,France,France,FR,63.38,90.39,85.59,22.38,opendata.reseaux-energies.fr,FALSE,0.09039
07/03/2022 06:00,France,France,FR,65.56,93.01,85.26,27.12,opendata.reseaux-energies.fr,FALSE,0.09301
07/03/2022 07:00,France,France,FR,74.98,104.69,84.42,28.47,opendata.reseaux-energies.fr,FALSE,0.10469
07/03/2022 08:00,France,France,FR,69.99,98.92,85.47,29.28,opendata.reseaux-energies.fr,FALSE,0.09892
07/03/2022 09:00,France,France,FR,65.76,93.85,86.27,30.68,opendata.reseaux-energies.fr,FALSE,0.09385
07/03/2022 10:00,France,France,FR,60.28,87.72,87.26,30.55,opendata.reseaux-energies.fr,FALSE,0.08772
07/03/2022 11:00,France,France,FR,57.5,84.4,87.91,30.87,opendata.reseaux-energies.fr,FALSE,0.0844
07/03/2022 12:00,France,France,FR,55.19,81.88,88.26,30.25,opendata.reseaux-energies.fr,FALSE,0.08188
07/03/2022 13:00,France,France,FR,53.5,79.85,88.46,28.77,opendata.reseaux-energies.fr,FALSE,0.07985
07/03/2022 14:00,France,France,FR,51.87,77.91,88.45,26.91,opendata.reseaux-energies.fr,FALSE,0.07791
07/03/2022 15:00,France,France,FR,49.1,74.37,88.62,25.53,opendata.reseaux-energies.fr,FALSE,0.07437
07/03/2022 16:00,France,France,FR,51.44,76.41,88.15,25.64,opendata.reseaux-energies.fr,FALSE,0.07641
07/03/2022 17:00,France,France,FR,57.99,83.33,87.31,28.25,opendata.reseaux-energies.fr,FALSE,0.08333
07/03/2022 18:00,France,France,FR,60.18,85.68,87.17,31.05,opendata.reseaux-energies.fr,FALSE,0.08568
07/03/2022 19:00,France,France,FR,63.61,90.14,86.87,29.51,opendata.reseaux-energies.fr,FALSE,0.09014
07/03/2022 20:00,France,France,FR,63.3,90.22,86.73,27.96,opendata.reseaux-energies.fr,FALSE,0.09022
07/03/2022 21:00,France,France,FR,56.08,81.28,87.41,26.23,opendata.reseaux-energies.fr,FALSE,0.08128
07/03/2022 22:00,France,France,FR,58.36,84.39,86.99,25.79,opendata.reseaux-energies.fr,FALSE,0.08439
07/03/2022 23:00,France,France,FR,56.94,81.69,88.28,25.36,opendata.reseaux-energies.fr,FALSE,0.08169
08/03/2022 00:00,France,France,FR,55.92,80.27,88.74,24.22,opendata.reseaux-energies.fr,FALSE,0.08027
08/03/2022 01:00,France,France,FR,55.32,79.63,88.67,23.04,opendata.reseaux-energies.fr,FALSE,0.07963
08/03/2022 02:00,France,France,FR,53.04,76.88,88.97,22.09,opendata.reseaux-energies.fr,FALSE,0.07688
08/03/2022 03:00,France,France,FR,53.78,77.35,89.02,22,opendata.reseaux-energies.fr,FALSE,0.07735
08/03/2022 04:00,France,France,FR,57.12,81.47,88.44,22.48,opendata.reseaux-energies.fr,FALSE,0.08147
08/03/2022 05:00,France,France,FR,60.89,86.14,87.2,24.47,opendata.reseaux-energies.fr,FALSE,0.08614
08/03/2022 06:00,France,France,FR,69,96.13,85.78,27.94,opendata.reseaux-energies.fr,FALSE,0.09613
08/03/2022 07:00,France,France,FR,69.78,97.28,85.76,29.74,opendata.reseaux-energies.fr,FALSE,0.09728
08/03/2022 08:00,France,France,FR,73.16,101.13,85.86,29.61,opendata.reseaux-energies.fr,FALSE,0.10113
08/03/2022 09:00,France,France,FR,67.72,95.21,86.63,28.6,opendata.reseaux-energies.fr,FALSE,0.09521
08/03/2022 10:00,France,France,FR,68.26,96.27,86.67,28.28,opendata.reseaux-energies.fr,FALSE,0.09627
08/03/2022 11:00,France,France,FR,66.78,94.65,86.98,28.05,opendata.reseaux-energies.fr,FALSE,0.09465
08/03/2022 12:00,France,France,FR,66.53,94.56,87.03,27.19,opendata.reseaux-energies.fr,FALSE,0.09456
08/03/2022 13:00,France,France,FR,64.63,92.33,87.26,25.89,opendata.reseaux-energies.fr,FALSE,0.09233
08/03/2022 14:00,France,France,FR,63.01,90.05,87.35,23.96,opendata.reseaux-energies.fr,FALSE,0.09005
08/03/2022 15:00,France,France,FR,61.44,88.12,86.99,21.28,opendata.reseaux-energies.fr,FALSE,0.08812
08/03/2022 16:00,France,France,FR,61.56,88.11,86.37,20.28,opendata.reseaux-energies.fr,FALSE,0.08811
08/03/2022 17:00,France,France,FR,63.14,89.39,86.16,21.85,opendata.reseaux-energies.fr,FALSE,0.08939
08/03/2022 18:00,France,France,FR,68.07,94.47,86.26,26.45,opendata.reseaux-energies.fr,FALSE,0.09447
08/03/2022 19:00,France,France,FR,72.21,99.41,85.72,25.9,opendata.reseaux-energies.fr,FALSE,0.09941
08/03/2022 20:00,France,France,FR,67.52,94.15,85.96,23.94,opendata.reseaux-energies.fr,FALSE,0.09415
08/03/2022 21:00,France,France,FR,66.37,92.89,86.2,22.42,opendata.reseaux-energies.fr,FALSE,0.09289
08/03/2022 22:00,France,France,FR,70.15,97.26,85.7,21.91,opendata.reseaux-energies.fr,FALSE,0.09726
08/03/2022 23:00,France,France,FR,69.27,96.35,85.73,20.14,opendata.reseaux-energies.fr,FALSE,0.09635
09/03/2022 00:00,France,France,FR,66.98,94.15,85.8,18.19,opendata.reseaux-energies.fr,FALSE,0.09415
09/03/2022 01:00,France,France,FR,71.36,99.41,84.99,17.26,opendata.reseaux-energies.fr,FALSE,0.09941
09/03/2022 02:00,France,France,FR,65.92,93.45,85.41,15.71,opendata.reseaux-energies.fr,FALSE,0.09345
09/03/2022 03:00,France,France,FR,64.42,92.19,85.29,15.71,opendata.reseaux-energies.fr,FALSE,0.09219
09/03/2022 04:00,France,France,FR,64.15,92.08,85.12,15.78,opendata.reseaux-energies.fr,FALSE,0.09208
09/03/2022 05:00,France,France,FR,66.84,94.7,84.75,19.23,opendata.reseaux-energies.fr,FALSE,0.0947
09/03/2022 06:00,France,France,FR,65.57,92.19,85.51,24.53,opendata.reseaux-energies.fr,FALSE,0.09219
09/03/2022 07:00,France,France,FR,66.16,92.63,85.84,26.92,opendata.reseaux-energies.fr,FALSE,0.09263
09/03/2022 08:00,France,France,FR,72.22,100.6,85.12,26.45,opendata.reseaux-energies.fr,FALSE,0.1006
09/03/2022 09:00,France,France,FR,66.95,95.16,86.1,24.8,opendata.reseaux-energies.fr,FALSE,0.09516
09/03/2022 10:00,France,France,FR,54.3,79.55,89.39,25.64,opendata.reseaux-energies.fr,FALSE,0.07955
09/03/2022 11:00,France,France,FR,53.38,78.85,89.47,26.45,opendata.reseaux-energies.fr,FALSE,0.07885
09/03/2022 12:00,France,France,FR,51.16,76.33,89.79,26.08,opendata.reseaux-energies.fr,FALSE,0.07633
09/03/2022 13:00,France,France,FR,49.52,74.36,89.77,25.49,opendata.reseaux-energies.fr,FALSE,0.07436
09/03/2022 14:00,France,France,FR,47.19,71.47,89.77,24.7,opendata.reseaux-energies.fr,FALSE,0.07147
09/03/2022 15:00,France,France,FR,49.05,73.32,89.28,23.39,opendata.reseaux-energies.fr,FALSE,0.07332
09/03/2022 16:00,France,France,FR,56.65,82.46,87.33,22.58,opendata.reseaux-energies.fr,FALSE,0.08246
09/03/2022 17:00,France,France,FR,65.49,92.9,85.23,23,opendata.reseaux-energies.fr,FALSE,0.0929
09/03/2022 18:00,France,France,FR,62.19,87.86,86.28,26.76,opendata.reseaux-energies.fr,FALSE,0.08786
09/03/2022 19:00,France,France,FR,64.16,90.69,85.76,26.14,opendata.reseaux-energies.fr,FALSE,0.09069
09/03/2022 20:00,France,France,FR,64.86,92.32,85.2,22.12,opendata.reseaux-energies.fr,FALSE,0.09232
09/03/2022 21:00,France,France,FR,63.34,90.92,85.4,20.28,opendata.reseaux-energies.fr,FALSE,0.09092
09/03/2022 22:00,France,France,FR,64.86,92.34,85.61,20.55,opendata.reseaux-energies.fr,FALSE,0.09234
09/03/2022 23:00,France,France,FR,60.46,85.48,87.84,21.14,opendata.reseaux-energies.fr,FALSE,0.08548
10/03/2022 00:00,France,France,FR,59.86,84.05,88.69,20.38,opendata.reseaux-energies.fr,FALSE,0.08405
10/03/2022 01:00,France,France,FR,59.55,83.24,89.16,19.97,opendata.reseaux-energies.fr,FALSE,0.08324
10/03/2022 02:00,France,France,FR,55.39,78.31,89.79,18.85,opendata.reseaux-energies.fr,FALSE,0.07831
10/03/2022 03:00,France,France,FR,55.01,78.02,89.7,18.24,opendata.reseaux-energies.fr,FALSE,0.07802
10/03/2022 04:00,France,France,FR,57.5,81.37,89.02,18.65,opendata.reseaux-energies.fr,FALSE,0.08137
10/03/2022 05:00,France,France,FR,62.79,88.92,86.9,21.99,opendata.reseaux-energies.fr,FALSE,0.08892
10/03/2022 06:00,France,France,FR,72.42,100.65,84.71,24.86,opendata.reseaux-energies.fr,FALSE,0.10065
10/03/2022 07:00,France,France,FR,81.33,110.8,83.98,26.16,opendata.reseaux-energies.fr,FALSE,0.1108
10/03/2022 08:00,France,France,FR,82.09,112.47,84.07,25.9,opendata.reseaux-energies.fr,FALSE,0.11247
10/03/2022 09:00,France,France,FR,79.03,109.59,84.57,25.01,opendata.reseaux-energies.fr,FALSE,0.10959
10/03/2022 10:00,France,France,FR,72.17,101.86,85.8,25.06,opendata.reseaux-energies.fr,FALSE,0.10186
10/03/2022 11:00,France,France,FR,64.82,93.1,87.44,26.44,opendata.reseaux-energies.fr,FALSE,0.0931
10/03/2022 12:00,France,France,FR,61.75,89.54,87.92,26.2,opendata.reseaux-energies.fr,FALSE,0.08954
10/03/2022 13:00,France,France,FR,62.46,90.4,87.69,25.53,opendata.reseaux-energies.fr,FALSE,0.0904
10/03/2022 14:00,France,France,FR,61.49,88.82,87.77,24.61,opendata.reseaux-energies.fr,FALSE,0.08882
10/03/2022 15:00,France,France,FR,61.16,87.9,87.73,22.86,opendata.reseaux-energies.fr,FALSE,0.0879
10/03/2022 16:00,France,France,FR,58.15,84.82,87,21.2,opendata.reseaux-energies.fr,FALSE,0.08482
10/03/2022 17:00,France,France,FR,67.21,95.59,84.89,21.33,opendata.reseaux-energies.fr,FALSE,0.09559
10/03/2022 18:00,France,France,FR,72.17,100.45,84.72,26.17,opendata.reseaux-energies.fr,FALSE,0.10045
10/03/2022 19:00,France,France,FR,68.2,96.2,85.1,25.75,opendata.reseaux-energies.fr,FALSE,0.0962
10/03/2022 20:00,France,France,FR,69.82,97.73,85.39,24.17,opendata.reseaux-energies.fr,FALSE,0.09773
10/03/2022 21:00,France,France,FR,63.69,90.24,86.77,22.46,opendata.reseaux-energies.fr,FALSE,0.09024
10/03/2022 22:00,France,France,FR,59.71,85.46,87.64,23.83,opendata.reseaux-energies.fr,FALSE,0.08546
10/03/2022 23:00,France,France,FR,48.31,71.74,89.84,24.13,opendata.reseaux-energies.fr,FALSE,0.07174
11/03/2022 00:00,France,France,FR,43.82,66.33,90.81,24.8,opendata.reseaux-energies.fr,FALSE,0.06633
11/03/2022 01:00,France,France,FR,42.08,64.42,90.91,24.51,opendata.reseaux-energies.fr,FALSE,0.06442
11/03/2022 02:00,France,France,FR,36.94,57.85,92.15,24.84,opendata.reseaux-energies.fr,FALSE,0.05785
11/03/2022 03:00,France,France,FR,34.26,54.52,92.8,25.35,opendata.reseaux-energies.fr,FALSE,0.05452
11/03/2022 04:00,France,France,FR,33.52,53.63,93,26.43,opendata.reseaux-energies.fr,FALSE,0.05363
11/03/2022 05:00,France,France,FR,45.4,68.16,90.44,27.34,opendata.reseaux-energies.fr,FALSE,0.06816
11/03/2022 06:00,France,France,FR,48.94,72.42,89.57,28.15,opendata.reseaux-energies.fr,FALSE,0.07242
11/03/2022 07:00,France,France,FR,48.39,71.65,89.92,29.37,opendata.reseaux-energies.fr,FALSE,0.07165
11/03/2022 08:00,France,France,FR,46.35,69.24,90.66,30.77,opendata.reseaux-energies.fr,FALSE,0.06924
11/03/2022 09:00,France,France,FR,42.78,65.12,91.49,32.32,opendata.reseaux-energies.fr,FALSE,0.06512
11/03/2022 10:00,France,France,FR,42.47,65.02,91.58,33.23,opendata.reseaux-energies.fr,FALSE,0.06502
11/03/2022 11:00,France,France,FR,39.6,61.56,92.19,33.76,opendata.reseaux-energies.fr,FALSE,0.06156
11/03/2022 12:00,France,France,FR,40.35,62.42,92.06,33.77,opendata.reseaux-energies.fr,FALSE,0.06242
11/03/2022 13:00,France,France,FR,39.81,61.56,92.11,32.38,opendata.reseaux-energies.fr,FALSE,0.06156
11/03/2022 14:00,France,France,FR,40.28,61.78,92.1,30.71,opendata.reseaux-energies.fr,FALSE,0.06178
11/03/2022 15:00,France,France,FR,40.91,62.37,91.66,28.9,opendata.reseaux-energies.fr,FALSE,0.06237
11/03/2022 16:00,France,France,FR,45.69,68.01,90.45,26.81,opendata.reseaux-energies.fr,FALSE,0.06801
11/03/2022 17:00,France,France,FR,51.89,75.6,88.84,27.61,opendata.reseaux-energies.fr,FALSE,0.0756
11/03/2022 18:00,France,France,FR,50.76,74.42,88.74,29.79,opendata.reseaux-energies.fr,FALSE,0.07442
11/03/2022 19:00,France,France,FR,49.94,73.81,88.67,30.13,opendata.reseaux-energies.fr,FALSE,0.07381
11/03/2022 20:00,France,France,FR,48.39,72,89.02,28.43,opendata.reseaux-energies.fr,FALSE,0.072
11/03/2022 21:00,France,France,FR,49.28,73.5,88.7,27.25,opendata.reseaux-energies.fr,FALSE,0.0735
11/03/2022 22:00,France,France,FR,50.21,75,88.36,29.11,opendata.reseaux-energies.fr,FALSE,0.075
11/03/2022 23:00,France,France,FR,43.94,68.01,89.31,28.74,opendata.reseaux-energies.fr,FALSE,0.06801
12/03/2022 00:00,France,France,FR,40.7,64.3,90.01,27.71,opendata.reseaux-energies.fr,FALSE,0.0643
12/03/2022 01:00,France,France,FR,39.2,62.62,90.36,27.17,opendata.reseaux-energies.fr,FALSE,0.06262
12/03/2022 02:00,France,France,FR,34.81,57.26,91.55,26.48,opendata.reseaux-energies.fr,FALSE,0.05726
12/03/2022 03:00,France,France,FR,35.16,57.61,91.6,25.88,opendata.reseaux-energies.fr,FALSE,0.05761
12/03/2022 04:00,France,France,FR,35.16,57.54,91.7,25.76,opendata.reseaux-energies.fr,FALSE,0.05754
12/03/2022 05:00,France,France,FR,42.4,66.15,90.5,24.79,opendata.reseaux-energies.fr,FALSE,0.06615
12/03/2022 06:00,France,France,FR,43.83,67.98,90.07,24.37,opendata.reseaux-energies.fr,FALSE,0.06798
12/03/2022 07:00,France,France,FR,46.14,70.83,89.93,25.76,opendata.reseaux-energies.fr,FALSE,0.07083
12/03/2022 08:00,France,France,FR,46.64,71.35,90.21,27.43,opendata.reseaux-energies.fr,FALSE,0.07135
12/03/2022 09:00,France,France,FR,46.13,71.07,90.42,29.16,opendata.reseaux-energies.fr,FALSE,0.07107
12/03/2022 10:00,France,France,FR,43.17,68.24,90.79,29.61,opendata.reseaux-energies.fr,FALSE,0.06824
12/03/2022 11:00,France,France,FR,45.63,71.32,90.83,31.86,opendata.reseaux-energies.fr,FALSE,0.07132
12/03/2022 12:00,France,France,FR,39.93,64.13,92.03,31.92,opendata.reseaux-energies.fr,FALSE,0.06413
12/03/2022 13:00,France,France,FR,37.98,61.5,92.42,31.3,opendata.reseaux-energies.fr,FALSE,0.0615
12/03/2022 14:00,France,France,FR,35.89,58.56,92.77,30.92,opendata.reseaux-energies.fr,FALSE,0.05856
12/03/2022 15:00,France,France,FR,34.03,56.02,92.8,30.61,opendata.reseaux-energies.fr,FALSE,0.05602
12/03/2022 16:00,France,France,FR,34.65,57.27,91.48,28.63,opendata.reseaux-energies.fr,FALSE,0.05727
12/03/2022 17:00,France,France,FR,41.21,64.29,90.15,28.8,opendata.reseaux-energies.fr,FALSE,0.06429
12/03/2022 18:00,France,France,FR,50.63,74.77,89,30.54,opendata.reseaux-energies.fr,FALSE,0.07477
12/03/2022 19:00,France,France,FR,52.49,77.28,88.65,29.42,opendata.reseaux-energies.fr,FALSE,0.07728
12/03/2022 20:00,France,France,FR,51.77,77.18,88.33,27.39,opendata.reseaux-energies.fr,FALSE,0.07718
12/03/2022 21:00,France,France,FR,48.14,73.07,89.03,27.15,opendata.reseaux-energies.fr,FALSE,0.07307
12/03/2022 22:00,France,France,FR,46.35,70.59,89.69,28.09,opendata.reseaux-energies.fr,FALSE,0.07059
12/03/2022 23:00,France,France,FR,39.51,62.54,91.11,28.47,opendata.reseaux-energies.fr,FALSE,0.06254
13/03/2022 00:00,France,France,FR,33.57,55.05,92.73,29.42,opendata.reseaux-energies.fr,FALSE,0.05505
13/03/2022 01:00,France,France,FR,33.56,55.3,92.51,29.02,opendata.reseaux-energies.fr,FALSE,0.0553
13/03/2022 02:00,France,France,FR,30.08,50.86,93.51,29.03,opendata.reseaux-energies.fr,FALSE,0.05086
13/03/2022 03:00,France,France,FR,26.5,46.45,94.24,28.8,opendata.reseaux-energies.fr,FALSE,0.04645
13/03/2022 04:00,France,France,FR,25.43,45.25,94.3,27.97,opendata.reseaux-energies.fr,FALSE,0.04525
13/03/2022 05:00,France,France,FR,25.14,44.98,94.22,27.8,opendata.reseaux-energies.fr,FALSE,0.04498
13/03/2022 06:00,France,France,FR,27.35,47.32,94.11,28.15,opendata.reseaux-energies.fr,FALSE,0.04732
13/03/2022 07:00,France,France,FR,26.58,46.5,94.23,29.2,opendata.reseaux-energies.fr,FALSE,0.0465
13/03/2022 08:00,France,France,FR,32.53,54.6,92.79,30.73,opendata.reseaux-energies.fr,FALSE,0.0546
13/03/2022 09:00,France,France,FR,32.08,54.45,92.8,32.17,opendata.reseaux-energies.fr,FALSE,0.05445
13/03/2022 10:00,France,France,FR,30.43,52.57,93.34,34.53,opendata.reseaux-energies.fr,FALSE,0.05257
13/03/2022 11:00,France,France,FR,31.36,53.74,93.37,35.7,opendata.reseaux-energies.fr,FALSE,0.05374
13/03/2022 12:00,France,France,FR,32.21,54.8,93.09,34.69,opendata.reseaux-energies.fr,FALSE,0.0548
13/03/2022 13:00,France,France,FR,31.95,54.29,93.43,34.89,opendata.reseaux-energies.fr,FALSE,0.05429
13/03/2022 14:00,France,France,FR,33.22,55.69,93.06,33.18,opendata.reseaux-energies.fr,FALSE,0.05569
13/03/2022 15:00,France,France,FR,37.09,60.14,92,29.22,opendata.reseaux-energies.fr,FALSE,0.06014
13/03/2022 16:00,France,France,FR,46.5,71.15,89.94,26.38,opendata.reseaux-energies.fr,FALSE,0.07115
13/03/2022 17:00,France,France,FR,57.34,84.4,87.24,24.86,opendata.reseaux-energies.fr,FALSE,0.0844
13/03/2022 18:00,France,France,FR,63.65,91.63,85.89,27.99,opendata.reseaux-energies.fr,FALSE,0.09163
13/03/2022 19:00,France,France,FR,65.3,93.84,85.25,27.56,opendata.reseaux-energies.fr,FALSE,0.09384
13/03/2022 20:00,France,France,FR,62.85,90.99,85.75,25.4,opendata.reseaux-energies.fr,FALSE,0.09099
13/03/2022 21:00,France,France,FR,68.32,97.99,84.65,23.49,opendata.reseaux-energies.fr,FALSE,0.09799
13/03/2022 22:00,France,France,FR,73.47,104.35,83.59,22.28,opendata.reseaux-energies.fr,FALSE,0.10435
13/03/2022 23:00,France,France,FR,68.33,98.13,84.62,22.03,opendata.reseaux-energies.fr,FALSE,0.09813
14/03/2022 00:00,France,France,FR,70.4,100.03,84.7,20.84,opendata.reseaux-energies.fr,FALSE,0.10003
14/03/2022 01:00,France,France,FR,80.8,112.54,82.82,20.78,opendata.reseaux-energies.fr,FALSE,0.11254
14/03/2022 02:00,France,France,FR,79.53,110.48,83.54,20.8,opendata.reseaux-energies.fr,FALSE,0.11048
14/03/2022 03:00,France,France,FR,78.9,109.81,83.58,19.66,opendata.reseaux-energies.fr,FALSE,0.10981
14/03/2022 04:00,France,France,FR,83.38,115.04,82.93,20.28,opendata.reseaux-energies.fr,FALSE,0.11504
14/03/2022 05:00,France,France,FR,86.8,119.74,81.79,21.57,opendata.reseaux-energies.fr,FALSE,0.11974
14/03/2022 06:00,France,France,FR,89.67,122.03,81.69,25.29,opendata.reseaux-energies.fr,FALSE,0.12203
14/03/2022 07:00,France,France,FR,90.04,122.41,81.9,27.48,opendata.reseaux-energies.fr,FALSE,0.12241
14/03/2022 08:00,France,France,FR,84.67,116.86,82.55,28.15,opendata.reseaux-energies.fr,FALSE,0.11686
14/03/2022 09:00,France,France,FR,82.12,114.66,82.71,27.71,opendata.reseaux-energies.fr,FALSE,0.11466
14/03/2022 10:00,France,France,FR,81.11,114.21,82.71,26.83,opendata.reseaux-energies.fr,FALSE,0.11421
14/03/2022 11:00,France,France,FR,80.67,113.63,83.07,27.31,opendata.reseaux-energies.fr,FALSE,0.11363
14/03/2022 12:00,France,France,FR,78.24,111.18,83.07,26.78,opendata.reseaux-energies.fr,FALSE,0.11118
14/03/2022 13:00,France,France,FR,79.33,112.54,82.69,24.67,opendata.reseaux-energies.fr,FALSE,0.11254
14/03/2022 14:00,France,France,FR,75.7,108.33,82.93,22.93,opendata.reseaux-energies.fr,FALSE,0.10833
14/03/2022 15:00,France,France,FR,72.56,104.43,83.16,22.39,opendata.reseaux-energies.fr,FALSE,0.10443
14/03/2022 16:00,France,France,FR,71.85,102.94,83.26,23.09,opendata.reseaux-energies.fr,FALSE,0.10294
14/03/2022 17:00,France,France,FR,73.01,103.63,83.29,25.12,opendata.reseaux-energies.fr,FALSE,0.10363
14/03/2022 18:00,France,France,FR,72.38,101.8,84.16,30.09,opendata.reseaux-energies.fr,FALSE,0.1018
14/03/2022 19:00,France,France,FR,74.57,104.92,83.78,28.89,opendata.reseaux-energies.fr,FALSE,0.10492
14/03/2022 20:00,France,France,FR,70.53,100.48,83.75,25.79,opendata.reseaux-energies.fr,FALSE,0.10048
14/03/2022 21:00,France,France,FR,69.97,100.03,83.88,23.47,opendata.reseaux-energies.fr,FALSE,0.10003
14/03/2022 22:00,France,France,FR,75.04,106.54,82.72,22.51,opendata.reseaux-energies.fr,FALSE,0.10654
14/03/2022 23:00,France,France,FR,71.58,102.07,83.53,21.63,opendata.reseaux-energies.fr,FALSE,0.10207
15/03/2022 00:00,France,France,FR,69.82,99.95,83.8,21.1,opendata.reseaux-energies.fr,FALSE,0.09995
15/03/2022 01:00,France,France,FR,68.53,98.5,84.09,21.9,opendata.reseaux-energies.fr,FALSE,0.0985
15/03/2022 02:00,France,France,FR,66.39,95.8,84.56,22.31,opendata.reseaux-energies.fr,FALSE,0.0958
15/03/2022 03:00,France,France,FR,67.42,97.09,84.34,22.14,opendata.reseaux-energies.fr,FALSE,0.09709
15/03/2022 04:00,France,France,FR,69.96,100.45,83.68,21.86,opendata.reseaux-energies.fr,FALSE,0.10045
15/03/2022 05:00,France,France,FR,70.37,100.37,83.68,22.54,opendata.reseaux-energies.fr,FALSE,0.10037
15/03/2022 06:00,France,France,FR,69.49,98.5,84.23,28.07,opendata.reseaux-energies.fr,FALSE,0.0985
15/03/2022 07:00,France,France,FR,68.81,97.23,84.66,30.69,opendata.reseaux-energies.fr,FALSE,0.09723
15/03/2022 08:00,France,France,FR,71.25,100.6,84.34,31.33,opendata.reseaux-energies.fr,FALSE,0.1006
15/03/2022 09:00,France,France,FR,72.2,102.36,83.99,30.63,opendata.reseaux-energies.fr,FALSE,0.10236
15/03/2022 10:00,France,France,FR,74.59,105.97,83.56,30.05,opendata.reseaux-energies.fr,FALSE,0.10597
15/03/2022 11:00,France,France,FR,78.56,111.8,82.8,28.71,opendata.reseaux-energies.fr,FALSE,0.1118
15/03/2022 12:00,France,France,FR,76.49,109.43,83.17,27.89,opendata.reseaux-energies.fr,FALSE,0.10943
15/03/2022 13:00,France,France,FR,77.88,111.53,82.67,25.05,opendata.reseaux-energies.fr,FALSE,0.11153
15/03/2022 14:00,France,France,FR,79.4,113.33,82.24,24.33,opendata.reseaux-energies.fr,FALSE,0.11333
15/03/2022 15:00,France,France,FR,76.95,109.53,82.67,24.49,opendata.reseaux-energies.fr,FALSE,0.10953
15/03/2022 16:00,France,France,FR,76.46,108.17,82.87,24.55,opendata.reseaux-energies.fr,FALSE,0.10817
15/03/2022 17:00,France,France,FR,76.43,107.64,82.93,26.06,opendata.reseaux-energies.fr,FALSE,0.10764
15/03/2022 18:00,France,France,FR,74.43,104.45,83.66,29.72,opendata.reseaux-energies.fr,FALSE,0.10445
15/03/2022 19:00,France,France,FR,71.4,100.82,84.05,28.6,opendata.reseaux-energies.fr,FALSE,0.10082
15/03/2022 20:00,France,France,FR,70.27,99.9,83.78,24.67,opendata.reseaux-energies.fr,FALSE,0.0999
15/03/2022 21:00,France,France,FR,71.65,102.19,83.27,20.94,opendata.reseaux-energies.fr,FALSE,0.10219
15/03/2022 22:00,France,France,FR,75.21,106.45,82.69,20.87,opendata.reseaux-energies.fr,FALSE,0.10645
15/03/2022 23:00,France,France,FR,71.21,101.58,83.61,20.01,opendata.reseaux-energies.fr,FALSE,0.10158
16/03/2022 00:00,France,France,FR,68.92,98.57,84.31,19.45,opendata.reseaux-energies.fr,FALSE,0.09857
16/03/2022 01:00,France,France,FR,67.34,96.91,84.3,18.66,opendata.reseaux-energies.fr,FALSE,0.09691
16/03/2022 02:00,France,France,FR,64.55,93.3,84.93,18.04,opendata.reseaux-energies.fr,FALSE,0.0933
16/03/2022 03:00,France,France,FR,65.04,94.02,84.76,18.14,opendata.reseaux-energies.fr,FALSE,0.09402
16/03/2022 04:00,France,France,FR,68.34,98.26,83.95,18.3,opendata.reseaux-energies.fr,FALSE,0.09826
16/03/2022 05:00,France,France,FR,72.7,103.61,82.99,20.54,opendata.reseaux-energies.fr,FALSE,0.10361
16/03/2022 06:00,France,France,FR,71.22,101.24,83.52,24.49,opendata.reseaux-energies.fr,FALSE,0.10124
16/03/2022 07:00,France,France,FR,71.82,101.18,84.03,26.8,opendata.reseaux-energies.fr,FALSE,0.10118
16/03/2022 08:00,France,France,FR,74.42,103.99,84.15,28.24,opendata.reseaux-energies.fr,FALSE,0.10399
16/03/2022 09:00,France,France,FR,76.39,106.45,84.23,28.88,opendata.reseaux-energies.fr,FALSE,0.10645
16/03/2022 10:00,France,France,FR,76.25,106.51,84.4,28.89,opendata.reseaux-energies.fr,FALSE,0.10651
16/03/2022 11:00,France,France,FR,76.35,106.9,84.38,28.87,opendata.reseaux-energies.fr,FALSE,0.1069
16/03/2022 12:00,France,France,FR,74.66,105.05,84.48,28.41,opendata.reseaux-energies.fr,FALSE,0.10505
16/03/2022 13:00,France,France,FR,71.88,101.89,84.71,26.73,opendata.reseaux-energies.fr,FALSE,0.10189
16/03/2022 14:00,France,France,FR,73.29,103.7,84.23,24.08,opendata.reseaux-energies.fr,FALSE,0.1037
16/03/2022 15:00,France,France,FR,71.16,101.35,84.08,22.34,opendata.reseaux-energies.fr,FALSE,0.10135
16/03/2022 16:00,France,France,FR,70.99,100.48,84.24,22.42,opendata.reseaux-energies.fr,FALSE,0.10048
16/03/2022 17:00,France,France,FR,75.13,104.52,84.06,24.44,opendata.reseaux-energies.fr,FALSE,0.10452
16/03/2022 18:00,France,France,FR,76,104.89,84.24,28.49,opendata.reseaux-energies.fr,FALSE,0.10489
16/03/2022 19:00,France,France,FR,72.43,101.32,84.32,26.83,opendata.reseaux-energies.fr,FALSE,0.10132
16/03/2022 20:00,France,France,FR,70.68,100.39,83.91,23.11,opendata.reseaux-energies.fr,FALSE,0.10039
