Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO2eq/kWh (direct),Carbon Intensity gCO2eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,CO2
01/01/2022 00:00,France,France,FR,25.09,43.84,94.23,25.36,opendata.reseaux-energies.fr,FALSE,0.04384
01/01/2022 01:00,France,France,FR,26.73,46.22,93.86,24.33,opendata.reseaux-energies.fr,FALSE,0.04622
01/01/2022 02:00,France,France,FR,26.4,46.36,93.73,23.27,opendata.reseaux-energies.fr,FALSE,0.04636
01/01/2022 03:00,France,France,FR,25.11,45.06,93.82,23.29,opendata.reseaux-energies.fr,FALSE,0.04506
01/01/2022 04:00,France,France,FR,24.88,44.69,93.87,23.54,opendata.reseaux-energies.fr,FALSE,0.04469
01/01/2022 05:00,France,France,FR,24.65,44.27,93.96,23.65,opendata.reseaux-energies.fr,FALSE,0.04427
01/01/2022 06:00,France,France,FR,24.25,43.64,94.04,24.02,opendata.reseaux-energies.fr,FALSE,0.04364
01/01/2022 07:00,France,France,FR,23.06,41.85,94.32,24.03,opendata.reseaux-energies.fr,FALSE,0.04185
01/01/2022 08:00,France,France,FR,21.99,40.55,94.55,25.16,opendata.reseaux-energies.fr,FALSE,0.04055
01/01/2022 09:00,France,France,FR,20.19,38.68,94.92,27.09,opendata.reseaux-energies.fr,FALSE,0.03868
01/01/2022 10:00,France,France,FR,19.1,37.6,95.17,28.52,opendata.reseaux-energies.fr,FALSE,0.0376
01/01/2022 11:00,France,France,FR,19.14,37.79,95.18,28.83,opendata.reseaux-energies.fr,FALSE,0.03779
01/01/2022 12:00,France,France,FR,19.37,38.12,95.12,28.33,opendata.reseaux-energies.fr,FALSE,0.03812
01/01/2022 13:00,France,France,FR,18.45,36.61,95.35,26.67,opendata.reseaux-energies.fr,FALSE,0.03661
01/01/2022 14:00,France,France,FR,19.16,37.06,95.24,24.8,opendata.reseaux-energies.fr,FALSE,0.03706
01/01/2022 15:00,France,France,FR,20.12,37.49,95.12,23.72,opendata.reseaux-energies.fr,FALSE,0.03749
01/01/2022 16:00,France,France,FR,20.52,37.07,95.25,24.72,opendata.reseaux-energies.fr,FALSE,0.03707
01/01/2022 17:00,France,France,FR,20.67,36.96,95.4,27.37,opendata.reseaux-energies.fr,FALSE,0.03696
01/01/2022 18:00,France,France,FR,21.17,37.62,95.31,28.23,opendata.reseaux-energies.fr,FALSE,0.03762
01/01/2022 19:00,France,France,FR,21.01,37.78,95.2,27.67,opendata.reseaux-energies.fr,FALSE,0.03778
01/01/2022 20:00,France,France,FR,20.55,37.67,95.06,26.38,opendata.reseaux-energies.fr,FALSE,0.03767
01/01/2022 21:00,France,France,FR,21.76,39.47,94.68,25.56,opendata.reseaux-energies.fr,FALSE,0.03947
01/01/2022 22:00,France,France,FR,22.33,40.24,94.56,25.92,opendata.reseaux-energies.fr,FALSE,0.04024
01/01/2022 23:00,France,France,FR,23.04,41.64,94.28,25.49,opendata.reseaux-energies.fr,FALSE,0.04164
02/01/2022 00:00,France,France,FR,24.27,43.28,93.99,25.28,opendata.reseaux-energies.fr,FALSE,0.04328
02/01/2022 01:00,France,France,FR,23.97,42.93,94.05,25.13,opendata.reseaux-energies.fr,FALSE,0.04293
02/01/2022 02:00,France,France,FR,24.42,43.6,93.93,25.82,opendata.reseaux-energies.fr,FALSE,0.0436
02/01/2022 03:00,France,France,FR,24.55,43.95,93.9,27.02,opendata.reseaux-energies.fr,FALSE,0.04395
02/01/2022 04:00,France,France,FR,24.26,43.63,93.98,27.98,opendata.reseaux-energies.fr,FALSE,0.04363
02/01/2022 05:00,France,France,FR,23.74,42.96,94.11,29.53,opendata.reseaux-energies.fr,FALSE,0.04296
02/01/2022 06:00,France,France,FR,23.22,42.31,94.23,30.64,opendata.reseaux-energies.fr,FALSE,0.04231
02/01/2022 07:00,France,France,FR,21.71,40.27,94.61,30.84,opendata.reseaux-energies.fr,FALSE,0.04027
02/01/2022 08:00,France,France,FR,20.83,39.12,94.81,31.35,opendata.reseaux-energies.fr,FALSE,0.03912
02/01/2022 09:00,France,France,FR,19.89,37.93,95.03,31.92,opendata.reseaux-energies.fr,FALSE,0.03793
02/01/2022 10:00,France,France,FR,18.77,36.6,95.3,32.18,opendata.reseaux-energies.fr,FALSE,0.0366
02/01/2022 11:00,France,France,FR,18.68,36.55,95.36,32.65,opendata.reseaux-energies.fr,FALSE,0.03655
02/01/2022 12:00,France,France,FR,17.92,35.59,95.53,33.4,opendata.reseaux-energies.fr,FALSE,0.03559
02/01/2022 13:00,France,France,FR,18.23,35.92,95.46,33.34,opendata.reseaux-energies.fr,FALSE,0.03592
02/01/2022 14:00,France,France,FR,17.97,35.3,95.51,32.22,opendata.reseaux-energies.fr,FALSE,0.0353
02/01/2022 15:00,France,France,FR,17.55,34.41,95.6,31.91,opendata.reseaux-energies.fr,FALSE,0.03441
02/01/2022 16:00,France,France,FR,17.09,33.53,95.7,31.96,opendata.reseaux-energies.fr,FALSE,0.03353
02/01/2022 17:00,France,France,FR,17.53,33.7,95.78,32.99,opendata.reseaux-energies.fr,FALSE,0.0337
02/01/2022 18:00,France,France,FR,17.94,33.92,95.83,33.79,opendata.reseaux-energies.fr,FALSE,0.03392
02/01/2022 19:00,France,France,FR,17.61,34.03,95.66,32.91,opendata.reseaux-energies.fr,FALSE,0.03403
02/01/2022 20:00,France,France,FR,17.86,34.57,95.54,32.57,opendata.reseaux-energies.fr,FALSE,0.03457
02/01/2022 21:00,France,France,FR,18.64,35.76,95.37,32.55,opendata.reseaux-energies.fr,FALSE,0.03576
02/01/2022 22:00,France,France,FR,19.66,37.41,95.1,32.39,opendata.reseaux-energies.fr,FALSE,0.03741
02/01/2022 23:00,France,France,FR,19.97,37.92,95.03,32.24,opendata.reseaux-energies.fr,FALSE,0.03792
03/01/2022 00:00,France,France,FR,20.65,38.98,94.85,32.86,opendata.reseaux-energies.fr,FALSE,0.03898
03/01/2022 01:00,France,France,FR,20.91,39.37,94.79,32.55,opendata.reseaux-energies.fr,FALSE,0.03937
03/01/2022 02:00,France,France,FR,21.33,39.98,94.69,31.98,opendata.reseaux-energies.fr,FALSE,0.03998
03/01/2022 03:00,France,France,FR,21.67,40.35,94.62,31.28,opendata.reseaux-energies.fr,FALSE,0.04035
03/01/2022 04:00,France,France,FR,22.21,40.81,94.49,30.6,opendata.reseaux-energies.fr,FALSE,0.04081
03/01/2022 05:00,France,France,FR,23.41,42.33,94.29,30.82,opendata.reseaux-energies.fr,FALSE,0.04233
03/01/2022 06:00,France,France,FR,23.87,42.1,94.3,29.62,opendata.reseaux-energies.fr,FALSE,0.0421
03/01/2022 07:00,France,France,FR,25.52,43.45,94.16,30.02,opendata.reseaux-energies.fr,FALSE,0.04345
03/01/2022 08:00,France,France,FR,27.67,46.05,93.77,30.61,opendata.reseaux-energies.fr,FALSE,0.04605
03/01/2022 09:00,France,France,FR,26.31,44.98,93.84,30.92,opendata.reseaux-energies.fr,FALSE,0.04498
03/01/2022 10:00,France,France,FR,24.29,42.88,94.17,31.47,opendata.reseaux-energies.fr,FALSE,0.04288
03/01/2022 11:00,France,France,FR,24.18,42.72,94.31,32.24,opendata.reseaux-energies.fr,FALSE,0.04272
03/01/2022 12:00,France,France,FR,22.86,40.87,94.67,32.63,opendata.reseaux-energies.fr,FALSE,0.04087
03/01/2022 13:00,France,France,FR,22.64,40.63,94.62,31.63,opendata.reseaux-energies.fr,FALSE,0.04063
03/01/2022 14:00,France,France,FR,23.34,41.36,94.41,30.17,opendata.reseaux-energies.fr,FALSE,0.04136
03/01/2022 15:00,France,France,FR,24.82,42.74,94.11,28.57,opendata.reseaux-energies.fr,FALSE,0.04274
03/01/2022 16:00,France,France,FR,30.34,48.94,93.43,28.51,opendata.reseaux-energies.fr,FALSE,0.04894
03/01/2022 17:00,France,France,FR,34.39,53.42,92.96,29.87,opendata.reseaux-energies.fr,FALSE,0.05342
03/01/2022 18:00,France,France,FR,33.71,52.31,93.17,30.77,opendata.reseaux-energies.fr,FALSE,0.05231
03/01/2022 19:00,France,France,FR,33.06,51.52,93.32,29.63,opendata.reseaux-energies.fr,FALSE,0.05152
03/01/2022 20:00,France,France,FR,29.39,47.29,93.88,27.67,opendata.reseaux-energies.fr,FALSE,0.04729
03/01/2022 21:00,France,France,FR,25.59,43.46,94.14,25.72,opendata.reseaux-energies.fr,FALSE,0.04346
03/01/2022 22:00,France,France,FR,26.22,44.39,94,25.41,opendata.reseaux-energies.fr,FALSE,0.04439
03/01/2022 23:00,France,France,FR,25.1,42.88,94.38,25.29,opendata.reseaux-energies.fr,FALSE,0.04288
04/01/2022 00:00,France,France,FR,19.15,35.84,95.32,25.59,opendata.reseaux-energies.fr,FALSE,0.03584
04/01/2022 01:00,France,France,FR,18.13,34.59,95.45,25.84,opendata.reseaux-energies.fr,FALSE,0.03459
04/01/2022 02:00,France,France,FR,17.6,33.91,95.56,25.27,opendata.reseaux-energies.fr,FALSE,0.03391
04/01/2022 03:00,France,France,FR,17.97,34.33,95.46,24.4,opendata.reseaux-energies.fr,FALSE,0.03433
04/01/2022 04:00,France,France,FR,20.21,37.08,94.92,23.68,opendata.reseaux-energies.fr,FALSE,0.03708
04/01/2022 05:00,France,France,FR,26.67,45.21,93.38,24.21,opendata.reseaux-energies.fr,FALSE,0.04521
04/01/2022 06:00,France,France,FR,34.79,55.14,91.57,25.66,opendata.reseaux-energies.fr,FALSE,0.05514
04/01/2022 07:00,France,France,FR,42.16,63.93,89.99,26.92,opendata.reseaux-energies.fr,FALSE,0.06393
04/01/2022 08:00,France,France,FR,43.74,65.88,89.59,27.17,opendata.reseaux-energies.fr,FALSE,0.06588
04/01/2022 09:00,France,France,FR,43.37,65.61,89.66,27.84,opendata.reseaux-energies.fr,FALSE,0.06561
04/01/2022 10:00,France,France,FR,43.31,65.65,89.68,27.71,opendata.reseaux-energies.fr,FALSE,0.06565
04/01/2022 11:00,France,France,FR,44.49,67.17,89.5,27.15,opendata.reseaux-energies.fr,FALSE,0.06717
04/01/2022 12:00,France,France,FR,41.28,63.59,89.99,26.76,opendata.reseaux-energies.fr,FALSE,0.06359
04/01/2022 13:00,France,France,FR,39.85,61.87,90.3,25.72,opendata.reseaux-energies.fr,FALSE,0.06187
04/01/2022 14:00,France,France,FR,40.76,63.3,89.84,24.04,opendata.reseaux-energies.fr,FALSE,0.0633
04/01/2022 15:00,France,France,FR,38.9,60.68,90.31,24.02,opendata.reseaux-energies.fr,FALSE,0.06068
04/01/2022 16:00,France,France,FR,45.06,67.44,89.58,24.19,opendata.reseaux-energies.fr,FALSE,0.06744
04/01/2022 17:00,France,France,FR,49.9,72.99,88.9,26.4,opendata.reseaux-energies.fr,FALSE,0.07299
04/01/2022 18:00,France,France,FR,47.37,69.4,89.82,27.67,opendata.reseaux-energies.fr,FALSE,0.0694
04/01/2022 19:00,France,France,FR,49.7,71.88,89.95,26.59,opendata.reseaux-energies.fr,FALSE,0.07188
04/01/2022 20:00,France,France,FR,44.77,65.38,91.44,26.59,opendata.reseaux-energies.fr,FALSE,0.06538
04/01/2022 21:00,France,France,FR,40.01,59.3,92.67,27.07,opendata.reseaux-energies.fr,FALSE,0.0593
04/01/2022 22:00,France,France,FR,38.19,57.05,93.11,27.14,opendata.reseaux-energies.fr,FALSE,0.05705
04/01/2022 23:00,France,France,FR,31.6,49.52,93.97,26.96,opendata.reseaux-energies.fr,FALSE,0.04952
05/01/2022 00:00,France,France,FR,28.7,46.32,94.25,26.49,opendata.reseaux-energies.fr,FALSE,0.04632
05/01/2022 01:00,France,France,FR,27.81,45.23,94.37,25.51,opendata.reseaux-energies.fr,FALSE,0.04523
05/01/2022 02:00,France,France,FR,24.88,41.84,94.7,24.56,opendata.reseaux-energies.fr,FALSE,0.04184
05/01/2022 03:00,France,France,FR,25.54,42.68,94.61,24.48,opendata.reseaux-energies.fr,FALSE,0.04268
05/01/2022 04:00,France,France,FR,28.7,46.46,94.17,24.3,opendata.reseaux-energies.fr,FALSE,0.04646
05/01/2022 05:00,France,France,FR,35.6,54.67,93.02,25.78,opendata.reseaux-energies.fr,FALSE,0.05467
05/01/2022 06:00,France,France,FR,42.69,63.13,91.71,26.37,opendata.reseaux-energies.fr,FALSE,0.06313
05/01/2022 07:00,France,France,FR,48.69,70.59,90.22,27.18,opendata.reseaux-energies.fr,FALSE,0.07059
05/01/2022 08:00,France,France,FR,50.71,72.96,89.86,28.14,opendata.reseaux-energies.fr,FALSE,0.07296
05/01/2022 09:00,France,France,FR,51.9,75.17,89.81,28.68,opendata.reseaux-energies.fr,FALSE,0.07517
05/01/2022 10:00,France,France,FR,51.37,75.18,89.79,29.3,opendata.reseaux-energies.fr,FALSE,0.07518
05/01/2022 11:00,France,France,FR,49.28,73.06,89.96,30.05,opendata.reseaux-energies.fr,FALSE,0.07306
05/01/2022 12:00,France,France,FR,45.96,69.17,90.35,29.95,opendata.reseaux-energies.fr,FALSE,0.06917
05/01/2022 13:00,France,France,FR,46.36,69.44,90.09,28.24,opendata.reseaux-energies.fr,FALSE,0.06944
05/01/2022 14:00,France,France,FR,50.08,73.71,89.25,25.94,opendata.reseaux-energies.fr,FALSE,0.07371
05/01/2022 15:00,France,France,FR,55.68,79.96,88.22,24.45,opendata.reseaux-energies.fr,FALSE,0.07996
05/01/2022 16:00,France,France,FR,61.53,86.52,87.33,23.88,opendata.reseaux-energies.fr,FALSE,0.08652
05/01/2022 17:00,France,France,FR,65.02,90.4,86.9,26.08,opendata.reseaux-energies.fr,FALSE,0.0904
05/01/2022 18:00,France,France,FR,64.61,90.02,86.94,27.1,opendata.reseaux-energies.fr,FALSE,0.09002
05/01/2022 19:00,France,France,FR,61.07,85.68,87.56,25.3,opendata.reseaux-energies.fr,FALSE,0.08568
05/01/2022 20:00,France,France,FR,57.53,81.67,87.96,22.91,opendata.reseaux-energies.fr,FALSE,0.08167
05/01/2022 21:00,France,France,FR,57.86,81.94,88.14,21.76,opendata.reseaux-energies.fr,FALSE,0.08194
05/01/2022 22:00,France,France,FR,60.59,85.12,87.88,22.17,opendata.reseaux-energies.fr,FALSE,0.08512
05/01/2022 23:00,France,France,FR,56.52,80.01,88.9,21.67,opendata.reseaux-energies.fr,FALSE,0.08001
06/01/2022 00:00,France,France,FR,54.57,77.04,90.03,21.66,opendata.reseaux-energies.fr,FALSE,0.07704
06/01/2022 01:00,France,France,FR,58.51,81.26,89.74,21.15,opendata.reseaux-energies.fr,FALSE,0.08126
06/01/2022 02:00,France,France,FR,59.71,82.42,89.56,19.63,opendata.reseaux-energies.fr,FALSE,0.08242
06/01/2022 03:00,France,France,FR,63.42,86.4,89.18,18.69,opendata.reseaux-energies.fr,FALSE,0.0864
06/01/2022 04:00,France,France,FR,70.66,94.7,88.11,18.39,opendata.reseaux-energies.fr,FALSE,0.0947
06/01/2022 05:00,France,France,FR,70.65,95.03,87.75,18.32,opendata.reseaux-energies.fr,FALSE,0.09503
06/01/2022 06:00,France,France,FR,87.82,115.62,84.58,20.61,opendata.reseaux-energies.fr,FALSE,0.11562
06/01/2022 07:00,France,France,FR,92.85,121.53,83.72,23.13,opendata.reseaux-energies.fr,FALSE,0.12153
06/01/2022 08:00,France,France,FR,87.68,115.77,84.42,24.19,opendata.reseaux-energies.fr,FALSE,0.11577
06/01/2022 09:00,France,France,FR,84,112.57,84.85,24.75,opendata.reseaux-energies.fr,FALSE,0.11257
06/01/2022 10:00,France,France,FR,75.6,103.48,86.04,24.43,opendata.reseaux-energies.fr,FALSE,0.10348
06/01/2022 11:00,France,France,FR,66.85,92.82,87.81,25.56,opendata.reseaux-energies.fr,FALSE,0.09282
06/01/2022 12:00,France,France,FR,58.54,82.99,88.74,25.69,opendata.reseaux-energies.fr,FALSE,0.08299
06/01/2022 13:00,France,France,FR,52.8,76.57,89.24,24.45,opendata.reseaux-energies.fr,FALSE,0.07657
06/01/2022 14:00,France,France,FR,51,74.52,89.09,23.11,opendata.reseaux-energies.fr,FALSE,0.07452
06/01/2022 15:00,France,France,FR,55.24,79.14,88.31,22.09,opendata.reseaux-energies.fr,FALSE,0.07914
06/01/2022 16:00,France,France,FR,60.89,85.41,87.4,22.63,opendata.reseaux-energies.fr,FALSE,0.08541
06/01/2022 17:00,France,France,FR,69.72,95.52,86.45,24.43,opendata.reseaux-energies.fr,FALSE,0.09552
06/01/2022 18:00,France,France,FR,67.47,92.57,86.92,25.7,opendata.reseaux-energies.fr,FALSE,0.09257
06/01/2022 19:00,France,France,FR,61.55,85.91,87.52,24.6,opendata.reseaux-energies.fr,FALSE,0.08591
06/01/2022 20:00,France,France,FR,59.38,83.47,87.81,23.7,opendata.reseaux-energies.fr,FALSE,0.08347
06/01/2022 21:00,France,France,FR,53.65,76.35,89.14,23.97,opendata.reseaux-energies.fr,FALSE,0.07635
06/01/2022 22:00,France,France,FR,48.8,70.71,89.89,24.68,opendata.reseaux-energies.fr,FALSE,0.07071
06/01/2022 23:00,France,France,FR,45.02,65.99,90.7,24.35,opendata.reseaux-energies.fr,FALSE,0.06599
07/01/2022 00:00,France,France,FR,39.01,58.2,92.29,24.5,opendata.reseaux-energies.fr,FALSE,0.0582
07/01/2022 01:00,France,France,FR,37.28,56.31,92.49,24.74,opendata.reseaux-energies.fr,FALSE,0.05631
07/01/2022 02:00,France,France,FR,33.4,51.95,93.09,25.04,opendata.reseaux-energies.fr,FALSE,0.05195
07/01/2022 03:00,France,France,FR,32.88,51.44,93.05,24.61,opendata.reseaux-energies.fr,FALSE,0.05144
07/01/2022 04:00,France,France,FR,33.61,52.13,92.96,24.34,opendata.reseaux-energies.fr,FALSE,0.05213
07/01/2022 05:00,France,France,FR,42.93,63.24,91.39,24.33,opendata.reseaux-energies.fr,FALSE,0.06324
07/01/2022 06:00,France,France,FR,50.03,72.19,89.73,25.89,opendata.reseaux-energies.fr,FALSE,0.07219
07/01/2022 07:00,France,France,FR,52.41,75.74,88.69,27.66,opendata.reseaux-energies.fr,FALSE,0.07574
07/01/2022 08:00,France,France,FR,52.96,75.87,88.85,28.28,opendata.reseaux-energies.fr,FALSE,0.07587
07/01/2022 09:00,France,France,FR,53.53,76.81,88.82,29.06,opendata.reseaux-energies.fr,FALSE,0.07681
07/01/2022 10:00,France,France,FR,51.95,75.12,89.3,29.85,opendata.reseaux-energies.fr,FALSE,0.07512
07/01/2022 11:00,France,France,FR,50.22,73.19,89.65,30.18,opendata.reseaux-energies.fr,FALSE,0.07319
07/01/2022 12:00,France,France,FR,47.08,69.7,89.95,29.98,opendata.reseaux-energies.fr,FALSE,0.0697
07/01/2022 13:00,France,France,FR,42.4,64.43,90.55,29.79,opendata.reseaux-energies.fr,FALSE,0.06443
07/01/2022 14:00,France,France,FR,43.47,65.74,90.16,29.73,opendata.reseaux-energies.fr,FALSE,0.06574
07/01/2022 15:00,France,France,FR,45.69,68.02,89.73,28.61,opendata.reseaux-energies.fr,FALSE,0.06802
07/01/2022 16:00,France,France,FR,51.09,73.65,89.09,28.8,opendata.reseaux-energies.fr,FALSE,0.07365
07/01/2022 17:00,France,France,FR,56.01,78.45,89.01,31.62,opendata.reseaux-energies.fr,FALSE,0.07845
07/01/2022 18:00,France,France,FR,59.53,82.37,88.75,32.26,opendata.reseaux-energies.fr,FALSE,0.08237
07/01/2022 19:00,France,France,FR,59.34,82.41,88.64,30.89,opendata.reseaux-energies.fr,FALSE,0.08241
07/01/2022 20:00,France,France,FR,56.97,80.18,88.71,28.53,opendata.reseaux-energies.fr,FALSE,0.08018
07/01/2022 21:00,France,France,FR,53.76,76.73,89.06,27.66,opendata.reseaux-energies.fr,FALSE,0.07673
07/01/2022 22:00,France,France,FR,53.33,75.89,89.5,28.64,opendata.reseaux-energies.fr,FALSE,0.07589
07/01/2022 23:00,France,France,FR,48.99,70.66,90.36,27.44,opendata.reseaux-energies.fr,FALSE,0.07066
08/01/2022 00:00,France,France,FR,47.59,68.76,90.92,26.56,opendata.reseaux-energies.fr,FALSE,0.06876
08/01/2022 01:00,France,France,FR,50.19,71.25,91.05,25.88,opendata.reseaux-energies.fr,FALSE,0.07125
08/01/2022 02:00,France,France,FR,50.12,70.98,91.15,23.53,opendata.reseaux-energies.fr,FALSE,0.07098
08/01/2022 03:00,France,France,FR,45.47,65.84,91.66,21.78,opendata.reseaux-energies.fr,FALSE,0.06584
08/01/2022 04:00,France,France,FR,46.34,66.93,91.45,21.13,opendata.reseaux-energies.fr,FALSE,0.06693
08/01/2022 05:00,France,France,FR,47.68,68.09,91.48,21.32,opendata.reseaux-energies.fr,FALSE,0.06809
08/01/2022 06:00,France,France,FR,47.2,67.6,91.58,22.52,opendata.reseaux-energies.fr,FALSE,0.0676
08/01/2022 07:00,France,France,FR,49.72,70.85,91.04,23.61,opendata.reseaux-energies.fr,FALSE,0.07085
08/01/2022 08:00,France,France,FR,43.53,64.13,91.71,25.62,opendata.reseaux-energies.fr,FALSE,0.06413
08/01/2022 09:00,France,France,FR,38.46,58.11,92.61,28.04,opendata.reseaux-energies.fr,FALSE,0.05811
08/01/2022 10:00,France,France,FR,32.75,51.9,93.29,29.9,opendata.reseaux-energies.fr,FALSE,0.0519
08/01/2022 11:00,France,France,FR,32.88,52.17,93.34,32.38,opendata.reseaux-energies.fr,FALSE,0.05217
08/01/2022 12:00,France,France,FR,34.12,53.53,93.18,33.47,opendata.reseaux-energies.fr,FALSE,0.05353
08/01/2022 13:00,France,France,FR,34.24,53.6,93.13,32.56,opendata.reseaux-energies.fr,FALSE,0.0536
08/01/2022 14:00,France,France,FR,34.04,53.13,93.14,31.89,opendata.reseaux-energies.fr,FALSE,0.05313
08/01/2022 15:00,France,France,FR,34.35,53.26,93.05,31.33,opendata.reseaux-energies.fr,FALSE,0.05326
08/01/2022 16:00,France,France,FR,34.34,53.09,93.02,31.04,opendata.reseaux-energies.fr,FALSE,0.05309
08/01/2022 17:00,France,France,FR,34.85,53.53,93.01,31.36,opendata.reseaux-energies.fr,FALSE,0.05353
08/01/2022 18:00,France,France,FR,34.98,53.51,93.1,32.22,opendata.reseaux-energies.fr,FALSE,0.05351
08/01/2022 19:00,France,France,FR,34.27,52.81,93.17,31.13,opendata.reseaux-energies.fr,FALSE,0.05281
08/01/2022 20:00,France,France,FR,32.38,50.51,93.6,30.65,opendata.reseaux-energies.fr,FALSE,0.05051
08/01/2022 21:00,France,France,FR,30.45,48.11,94.09,31.02,opendata.reseaux-energies.fr,FALSE,0.04811
08/01/2022 22:00,France,France,FR,30.98,48.79,94,30.71,opendata.reseaux-energies.fr,FALSE,0.04879
08/01/2022 23:00,France,France,FR,30.3,48.14,94.03,30.43,opendata.reseaux-energies.fr,FALSE,0.04814
09/01/2022 00:00,France,France,FR,26.65,44.12,94.43,31.04,opendata.reseaux-energies.fr,FALSE,0.04412
09/01/2022 01:00,France,France,FR,26.73,44.26,94.37,30.78,opendata.reseaux-energies.fr,FALSE,0.04426
09/01/2022 02:00,France,France,FR,27.06,44.77,94.33,31.05,opendata.reseaux-energies.fr,FALSE,0.04477
09/01/2022 03:00,France,France,FR,28.01,46,94.12,30.67,opendata.reseaux-energies.fr,FALSE,0.046
09/01/2022 04:00,France,France,FR,28.54,46.57,94.01,29.79,opendata.reseaux-energies.fr,FALSE,0.04657
09/01/2022 05:00,France,France,FR,28.71,46.71,93.97,28.9,opendata.reseaux-energies.fr,FALSE,0.04671
09/01/2022 06:00,France,France,FR,29.59,47.72,93.79,27.43,opendata.reseaux-energies.fr,FALSE,0.04772
09/01/2022 07:00,France,France,FR,29.95,48.2,93.71,26.81,opendata.reseaux-energies.fr,FALSE,0.0482
09/01/2022 08:00,France,France,FR,31.73,50.45,93.45,26.51,opendata.reseaux-energies.fr,FALSE,0.05045
09/01/2022 09:00,France,France,FR,38.72,58.26,92.75,26.29,opendata.reseaux-energies.fr,FALSE,0.05826
09/01/2022 10:00,France,France,FR,43.75,64.15,92.16,26.23,opendata.reseaux-energies.fr,FALSE,0.06415
09/01/2022 11:00,France,France,FR,46.32,67.59,91.44,26.87,opendata.reseaux-energies.fr,FALSE,0.06759
09/01/2022 12:00,France,France,FR,43.29,64.38,91.52,26.72,opendata.reseaux-energies.fr,FALSE,0.06438
09/01/2022 13:00,France,France,FR,41.06,61.58,91.67,24.1,opendata.reseaux-energies.fr,FALSE,0.06158
09/01/2022 14:00,France,France,FR,44.11,65.19,90.86,20.74,opendata.reseaux-energies.fr,FALSE,0.06519
09/01/2022 15:00,France,France,FR,46.21,67.74,90.26,20.39,opendata.reseaux-energies.fr,FALSE,0.06774
09/01/2022 16:00,France,France,FR,51.18,73.77,89.04,20.61,opendata.reseaux-energies.fr,FALSE,0.07377
09/01/2022 17:00,France,France,FR,56.79,80.63,87.73,21.41,opendata.reseaux-energies.fr,FALSE,0.08063
09/01/2022 18:00,France,France,FR,59.7,84.23,87.14,21.74,opendata.reseaux-energies.fr,FALSE,0.08423
09/01/2022 19:00,France,France,FR,60.52,85.38,86.91,19.91,opendata.reseaux-energies.fr,FALSE,0.08538
09/01/2022 20:00,France,France,FR,60.39,85.57,86.64,16.7,opendata.reseaux-energies.fr,FALSE,0.08557
09/01/2022 21:00,France,France,FR,59.88,85.07,86.72,17,opendata.reseaux-energies.fr,FALSE,0.08507
09/01/2022 22:00,France,France,FR,60.9,86.29,86.55,17.81,opendata.reseaux-energies.fr,FALSE,0.08629
09/01/2022 23:00,France,France,FR,58.61,83.22,87.22,15.78,opendata.reseaux-energies.fr,FALSE,0.08322
10/01/2022 00:00,France,France,FR,54.54,77.57,88.65,15.5,opendata.reseaux-energies.fr,FALSE,0.07757
10/01/2022 01:00,France,France,FR,53.42,76.34,88.67,14.72,opendata.reseaux-energies.fr,FALSE,0.07634
10/01/2022 02:00,France,France,FR,46.97,69.09,89.47,14.57,opendata.reseaux-energies.fr,FALSE,0.06909
10/01/2022 03:00,France,France,FR,49.38,71.99,88.98,14.43,opendata.reseaux-energies.fr,FALSE,0.07199
10/01/2022 04:00,France,France,FR,58.78,83.45,87.2,14.57,opendata.reseaux-energies.fr,FALSE,0.08345
10/01/2022 05:00,France,France,FR,67.09,94.07,85.16,15.35,opendata.reseaux-energies.fr,FALSE,0.09407
10/01/2022 06:00,France,France,FR,71.77,99.34,84.36,19.45,opendata.reseaux-energies.fr,FALSE,0.09934
10/01/2022 07:00,France,France,FR,71.92,98.39,84.89,22.31,opendata.reseaux-energies.fr,FALSE,0.09839
10/01/2022 08:00,France,France,FR,72.28,98.79,84.9,22.84,opendata.reseaux-energies.fr,FALSE,0.09879
10/01/2022 09:00,France,France,FR,71.58,97.97,85.07,23.92,opendata.reseaux-energies.fr,FALSE,0.09797
10/01/2022 10:00,France,France,FR,71.29,97.98,85.04,24.05,opendata.reseaux-energies.fr,FALSE,0.09798
10/01/2022 11:00,France,France,FR,71.93,99.13,84.81,24.15,opendata.reseaux-energies.fr,FALSE,0.09913
10/01/2022 12:00,France,France,FR,71.66,98.97,84.8,24.03,opendata.reseaux-energies.fr,FALSE,0.09897
10/01/2022 13:00,France,France,FR,71.28,98.68,84.74,22.93,opendata.reseaux-energies.fr,FALSE,0.09868
10/01/2022 14:00,France,France,FR,72.64,100.37,84.38,22.04,opendata.reseaux-energies.fr,FALSE,0.10037
10/01/2022 15:00,France,France,FR,74.12,101.89,84.1,21.2,opendata.reseaux-energies.fr,FALSE,0.10189
10/01/2022 16:00,France,France,FR,74.98,102.63,84,21.81,opendata.reseaux-energies.fr,FALSE,0.10263
10/01/2022 17:00,France,France,FR,75.19,102.72,84.06,23.77,opendata.reseaux-energies.fr,FALSE,0.10272
10/01/2022 18:00,France,France,FR,75.48,103.17,83.98,24.08,opendata.reseaux-energies.fr,FALSE,0.10317
